y	offset	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42
282	5.5606389233419913	5.9037900874599132e-05	0.029991253644315149	0.07869752186588877	0.012752186588921488	0	0	0.00031932296728195389	0.16221606737933419	0.42565751538710483	0.068973760932945716	0	0	0.00010746679624224011	0.054593132491092183	0.14325323939099366	0.023212827988338566	0	0	8.0984774862275908e-08	4.1140265630061935e-05	0.00010795270489147978	1.7492711370262671e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	5.5606389233419913	0	0.0073797376093298539	0.072498542274051794	0.041149416909621157	0.00047230320699720722	0	0	0.039915370910271072	0.39212860382247766	0.22256810819566014	0.0025545837382578715	0	0	0.013433349530289046	0.13196922578555106	0.07490435698088789	0.00085973436993867487	0	0	1.0123096857791294e-05	9.9449303530935239e-05	5.644638807904137e-05	6.4787819889877531e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	5.5606389233419913	0	0.00047230320699720722	0.041149416909621157	0.072498542274051794	0.0073797376093298539	0	0	0.0025545837382578715	0.22256810819566014	0.39212860382247766	0.039915370910271072	0	0	0.00085973436993867487	0.07490435698088789	0.13196922578555106	0.013433349530289046	0	0	6.4787819889877531e-07	5.644638807904137e-05	9.9449303530935239e-05	1.0123096857791294e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	5.5606389233419913	0	0	0.012752186588921488	0.07869752186588877	0.029991253644315149	5.9037900874599132e-05	0	0	0.068973760932945716	0.42565751538710483	0.16221606737933419	0.00031932296728195389	0	0	0.023212827988338566	0.14325323939099366	0.054593132491092183	0.00010746679624224011	0	0	1.7492711370262671e-05	0.00010795270489147978	4.1140265630061935e-05	8.0984774862275908e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247	5.5606389233419913	0	0	0.001594023323615186	0.052661807580174476	0.063465743440234049	0.0037784256559762778	0	0	0.0086217201166182145	0.28483608681567624	0.3432721898283167	0.020436669906055506	0	0	0.0029016034985423207	0.095860382248136533	0.11552680596048091	0.0068778749595068862	0	0	2.1865889212828339e-06	7.2238419177194076e-05	8.705863297700144e-05	5.1830255911883093e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244	5.5606389233419913	0	0	0	0.020249999999999341	0.081000000000001321	0.020249999999999341	0	0	0	0.10952777777777421	0.43811111111111822	0.10952777777777421	0	0	0	0.036861111111109908	0.14744444444444682	0.036861111111109908	0	0	0	2.7777777777776874e-05	0.00011111111111111292	2.7777777777776874e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	5.6406389233419914	0.01422222222222176	0.056888888888889814	0.01422222222222176	0	0	0	0.10511111111110769	0.42044444444445123	0.10511111111110769	0	0	0	0.047111111111109577	0.18844444444444752	0.047111111111109577	0	0	0	0.000222222222222215	0.00088888888888890335	0.000222222222222215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	5.6406389233419914	0.0026537091026884144	0.044574020084224737	0.036986070618723367	0.001119533527696811	0	0	0.019612568837056563	0.32942986718497347	0.27335017816650237	0.0082740524781342445	0	0	0.008790411402655374	0.14765144152899445	0.12251635892452115	0.003708454810495687	0	0	4.1464204729506475e-05	0.00069646906381601152	0.00057790735341755261	1.7492711370262671e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	5.6406389233419914	4.1464204729485265e-05	0.021063816002591711	0.055271784904437647	0.0089562682215744878	0	0	0.00030644638807885197	0.15567476514415435	0.40849303530935949	0.066192419825073956	0	0	0.00013735017816641994	0.06977389050858504	0.18308778749594973	0.029667638483965496	0	0	6.4787819889820727e-07	0.00032912212504049548	0.00086362163913183824	0.00013994169096210137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	5.6406389233419914	0	0.0051830255911891427	0.050918043407838842	0.028900550696469181	0.00033171363783617296	0	0	0.038305798509882256	0.37631616456105893	0.21359313249109252	0.0024515711046329655	0	0	0.017168772270814037	0.16866601878846618	0.095733074182054165	0.0010988014253323231	0	0	8.0984774862330355e-05	0.00079559442824748191	0.00045157110463233096	5.1830255911902025e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270	5.6406389233419914	0	0.00033171363783617296	0.028900550696469181	0.050918043407838842	0.0051830255911891427	0	0	0.0024515711046329655	0.21359313249109252	0.37631616456105893	0.038305798509882256	0	0	0.0010988014253323231	0.095733074182054165	0.16866601878846618	0.017168772270814037	0	0	5.1830255911902025e-06	0.00045157110463233096	0.00079559442824748191	8.0984774862330355e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254	5.6406389233419914	0	0	0.0089562682215744878	0.055271784904437647	0.021063816002591711	4.1464204729485265e-05	0	0	0.066192419825073956	0.40849303530935949	0.15567476514415435	0.00030644638807885197	0	0	0.029667638483965496	0.18308778749594973	0.06977389050858504	0.00013735017816641994	0	0	0.00013994169096210137	0.00086362163913183824	0.00032912212504049548	6.4787819889820727e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261	5.6406389233419914	0	0	0.001119533527696811	0.036986070618723367	0.044574020084224737	0.0026537091026884144	0	0	0.0082740524781342445	0.27335017816650237	0.32942986718497347	0.019612568837056563	0	0	0.003708454810495687	0.12251635892452115	0.14765144152899445	0.008790411402655374	0	0	1.7492711370262671e-05	0.00057790735341755261	0.00069646906381601152	4.1464204729506475e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291	5.6406389233419914	0	0	0	0.01422222222222176	0.056888888888889814	0.01422222222222176	0	0	0	0.10511111111110769	0.42044444444445123	0.10511111111110769	0	0	0	0.047111111111109577	0.18844444444444752	0.047111111111109577	0	0	0	0.000222222222222215	0.00088888888888890335	0.000222222222222215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299	5.7206389233419914	0.0095277777777774686	0.038111111111111734	0.0095277777777774686	0	0	0	0.098361111111107916	0.39344444444445087	0.098361111111107916	0	0	0	0.058027777777775909	0.23211111111111496	0.058027777777775909	0	0	0	0.00074999999999997584	0.0030000000000000499	0.00074999999999997584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286	5.7206389233419914	0.0017777777777775903	0.029861111111111498	0.024777777777777569	0.00075000000000001216	0	0	0.018353093618397806	0.30827461937156214	0.25579624230644421	0.007742711370262517	0	0	0.010827340459992382	0.1818654842889561	0.15090605766115847	0.004567784256559842	0	0	0.0001399416909620844	0.00235058309037904	0.0019504373177842405	5.9037900874636544e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	5.7206389233419914	2.7777777777760639e-05	0.014111111111111244	0.037027777777777569	0.0060000000000000973	0	0	0.00028676708778731903	0.14567768059604932	0.38226052802072996	0.061941690962100136	0	0	0.00016917719468729443	0.085942014901199404	0.22551320051830137	0.036542274052478736	0	0	2.1865889212814503e-06	0.0011107871720116725	0.0029147230320699553	0.00047230320699709235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	5.7206389233419914	0	0.0034722222222224142	0.034111111111110794	0.01936111111111119	0.00022222222222227997	0	0	0.035845885973438976	0.35214998380304174	0.19987666018788552	0.0022941367023005636	0	0	0.02114714933592602	0.20774959507612381	0.11791650469711747	0.0013534175574995422	0	0	0.00027332361516036504	0.0026851311953352526	0.0015240524781341175	1.7492711370266941e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	5.7206389233419914	0	0.00022222222222227997	0.01936111111111119	0.034111111111110794	0.0034722222222224142	0	0	0.0022941367023005636	0.19987666018788552	0.35214998380304174	0.035845885973438976	0	0	0.0013534175574995422	0.11791650469711747	0.20774959507612381	0.02114714933592602	0	0	1.7492711370266941e-05	0.0015240524781341175	0.0026851311953352526	0.00027332361516036504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272	5.7206389233419914	0	0	0.0060000000000000973	0.037027777777777569	0.014111111111111244	2.7777777777760639e-05	0	0	0.061941690962100136	0.38226052802072996	0.14567768059604932	0.00028676708778731903	0	0	0.036542274052478736	0.22551320051830137	0.085942014901199404	0.00016917719468729443	0	0	0.00047230320699709235	0.0029147230320699553	0.0011107871720116725	2.1865889212814503e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293	5.7206389233419914	0	0	0.00075000000000001216	0.024777777777777569	0.029861111111111498	0.0017777777777775903	0	0	0.007742711370262517	0.25579624230644421	0.30827461937156214	0.018353093618397806	0	0	0.004567784256559842	0.15090605766115847	0.1818654842889561	0.010827340459992382	0	0	5.9037900874636544e-05	0.0019504373177842405	0.00235058309037904	0.0001399416909620844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	5.7206389233419914	0	0	0	0.0095277777777774686	0.038111111111111734	0.0095277777777774686	0	0	0	0.098361111111107916	0.39344444444445087	0.098361111111107916	0	0	0	0.058027777777775909	0.23211111111111496	0.058027777777775909	0	0	0	0.00074999999999997584	0.0030000000000000499	0.00074999999999997584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
363	5.8006389233419915	0.0059999999999998067	0.024000000000000399	0.0059999999999998067	0	0	0	0.089777777777774875	0.35911111111111699	0.089777777777774875	0	0	0	0.069111111111108875	0.27644444444444899	0.069111111111108875	0	0	0	0.00177777777777772	0.0071111111111112268	0.00177777777777772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	5.8006389233419915	0.0011195335276966752	0.01880466472303232	0.015603498542273924	0.00047230320699709235	0	0	0.016751538710720621	0.2813735017816687	0.23347457078069128	0.0070670553935861212	0	0	0.012895367670876517	0.21660187884677964	0.17972918691285888	0.005440233236151692	0	0	0.0003317136378360518	0.0055717525105280922	0.0046232588273404209	0.00013994169096210137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	5.8006389233419915	1.7492711370251602e-05	0.00888629737609338	0.023317784256559643	0.0037784256559767388	0	0	0.00026174279235487575	0.13296533851636019	0.34890314220926272	0.05653644314868897	0	0	0.0002014901198573425	0.10235698088759411	0.26858632977000174	0.043521865889213536	0	0	5.1830255911856581e-06	0.0026329770003239638	0.0069089731130547059	0.001119533527696811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343	5.8006389233419915	0	0.0021865889212829203	0.021481049562682021	0.01219241982507294	0.00013994169096213552	0	0	0.032717849044381471	0.32142014901198274	0.18243472627146173	0.0020939423388408422	0	0	0.025186264982184747	0.24742986718496693	0.14043861354065496	0.0016119209588601534	0	0	0.00064787819889864284	0.0063647554259798553	0.0036125688370586477	4.146420472952162e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	5.8006389233419915	0	0.00013994169096213552	0.01219241982507294	0.021481049562682021	0.0021865889212829203	0	0	0.0020939423388408422	0.18243472627146173	0.32142014901198274	0.032717849044381471	0	0	0.0016119209588601534	0.14043861354065496	0.24742986718496693	0.025186264982184747	0	0	4.146420472952162e-05	0.0036125688370586477	0.0063647554259798553	0.00064787819889864284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	5.8006389233419915	0	0	0.0037784256559767388	0.023317784256559643	0.00888629737609338	1.7492711370251602e-05	0	0	0.05653644314868897	0.34890314220926272	0.13296533851636019	0.00026174279235487575	0	0	0.043521865889213536	0.26858632977000174	0.10235698088759411	0.0002014901198573425	0	0	0.001119533527696811	0.0069089731130547059	0.0026329770003239638	5.1830255911856581e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	5.8006389233419915	0	0	0.00047230320699709235	0.015603498542273924	0.01880466472303232	0.0011195335276966752	0	0	0.0070670553935861212	0.23347457078069128	0.2813735017816687	0.016751538710720621	0	0	0.005440233236151692	0.17972918691285888	0.21660187884677964	0.012895367670876517	0	0	0.00013994169096210137	0.0046232588273404209	0.0055717525105280922	0.0003317136378360518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	5.8006389233419915	0	0	0	0.0059999999999998067	0.024000000000000399	0.0059999999999998067	0	0	0	0.089777777777774875	0.35911111111111699	0.089777777777774875	0	0	0	0.069111111111108875	0.27644444444444899	0.069111111111108875	0	0	0	0.00177777777777772	0.0071111111111112268	0.00177777777777772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
374	5.8806389233419916	0.0034722222222221093	0.013888888888889114	0.0034722222222221093	0	0	0	0.07986111111110851	0.31944444444444964	0.07986111111110851	0	0	0	0.07986111111110851	0.31944444444444964	0.07986111111110851	0	0	0	0.0034722222222221093	0.013888888888889114	0.0034722222222221093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
347	5.8806389233419916	0.00064787819889853865	0.010882329122125181	0.0090298023971492579	0.00027332361516035425	0	0	0.014901198574666392	0.25029356980887918	0.20768545513443296	0.0062864431486881487	0	0	0.014901198574666392	0.25029356980887918	0.20768545513443296	0.0062864431486881487	0	0	0.00064787819889853865	0.010882329122125181	0.0090298023971492579	0.00027332361516035425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	5.8806389233419916	1.0123096857784488e-05	0.0051425332037577411	0.013494088111434974	0.002186588921282834	0	0	0.00023283122772904324	0.11827826368642806	0.31036402656300438	0.050291545189505189	0	0	0.00023283122772904324	0.11827826368642806	0.31036402656300438	0.050291545189505189	0	0	1.0123096857784488e-05	0.0051425332037577411	0.013494088111434974	0.002186588921282834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
344	5.8806389233419916	0	0.0012653871072239118	0.012431162941366905	0.0070557985098801713	8.0984774862346916e-05	0	0	0.029103903466149973	0.28591674765143887	0.16228336572724394	0.0018626498218339792	0	0	0.029103903466149973	0.28591674765143887	0.16228336572724394	0.0018626498218339792	0	0	0.0012653871072239118	0.012431162941366905	0.0070557985098801713	8.0984774862346916e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	5.8806389233419916	0	8.0984774862346916e-05	0.0070557985098801713	0.012431162941366905	0.0012653871072239118	0	0	0.0018626498218339792	0.16228336572724394	0.28591674765143887	0.029103903466149973	0	0	0.0018626498218339792	0.16228336572724394	0.28591674765143887	0.029103903466149973	0	0	8.0984774862346916e-05	0.0070557985098801713	0.012431162941366905	0.0012653871072239118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	5.8806389233419916	0	0	0.002186588921282834	0.013494088111434974	0.0051425332037577411	1.0123096857784488e-05	0	0	0.050291545189505189	0.31036402656300438	0.11827826368642806	0.00023283122772904324	0	0	0.050291545189505189	0.31036402656300438	0.11827826368642806	0.00023283122772904324	0	0	0.002186588921282834	0.013494088111434974	0.0051425332037577411	1.0123096857784488e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
345	5.8806389233419916	0	0	0.00027332361516035425	0.0090298023971492579	0.010882329122125181	0.00064787819889853865	0	0	0.0062864431486881487	0.20768545513443296	0.25029356980887918	0.014901198574666392	0	0	0.0062864431486881487	0.20768545513443296	0.25029356980887918	0.014901198574666392	0	0	0.00027332361516035425	0.0090298023971492579	0.010882329122125181	0.00064787819889853865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	5.8806389233419916	0	0	0	0.0034722222222221093	0.013888888888889114	0.0034722222222221093	0	0	0	0.07986111111110851	0.31944444444444964	0.07986111111110851	0	0	0	0.07986111111110851	0.31944444444444964	0.07986111111110851	0	0	0	0.0034722222222221093	0.013888888888889114	0.0034722222222221093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
396	5.9606389233419916	0.00177777777777772	0.0071111111111112268	0.00177777777777772	0	0	0	0.069111111111108875	0.27644444444444899	0.069111111111108875	0	0	0	0.089777777777774875	0.35911111111111699	0.089777777777774875	0	0	0	0.0059999999999998067	0.024000000000000399	0.0059999999999998067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	5.9606389233419916	0.0003317136378360518	0.0055717525105280922	0.0046232588273404209	0.00013994169096210137	0	0	0.012895367670876517	0.21660187884677964	0.17972918691285888	0.005440233236151692	0	0	0.016751538710720621	0.2813735017816687	0.23347457078069128	0.0070670553935861212	0	0	0.0011195335276966752	0.01880466472303232	0.015603498542273924	0.00047230320699709235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392	5.9606389233419916	5.1830255911856581e-06	0.0026329770003239638	0.0069089731130547059	0.001119533527696811	0	0	0.0002014901198573425	0.10235698088759411	0.26858632977000174	0.043521865889213536	0	0	0.00026174279235487575	0.13296533851636019	0.34890314220926272	0.05653644314868897	0	0	1.7492711370251602e-05	0.00888629737609338	0.023317784256559643	0.0037784256559767388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
358	5.9606389233419916	0	0.00064787819889864284	0.0063647554259798553	0.0036125688370586477	4.146420472952162e-05	0	0	0.025186264982184747	0.24742986718496693	0.14043861354065496	0.0016119209588601534	0	0	0.032717849044381471	0.32142014901198274	0.18243472627146173	0.0020939423388408422	0	0	0.0021865889212829203	0.021481049562682021	0.01219241982507294	0.00013994169096213552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384	5.9606389233419916	0	4.146420472952162e-05	0.0036125688370586477	0.0063647554259798553	0.00064787819889864284	0	0	0.0016119209588601534	0.14043861354065496	0.24742986718496693	0.025186264982184747	0	0	0.0020939423388408422	0.18243472627146173	0.32142014901198274	0.032717849044381471	0	0	0.00013994169096213552	0.01219241982507294	0.021481049562682021	0.0021865889212829203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
361	5.9606389233419916	0	0	0.001119533527696811	0.0069089731130547059	0.0026329770003239638	5.1830255911856581e-06	0	0	0.043521865889213536	0.26858632977000174	0.10235698088759411	0.0002014901198573425	0	0	0.05653644314868897	0.34890314220926272	0.13296533851636019	0.00026174279235487575	0	0	0.0037784256559767388	0.023317784256559643	0.00888629737609338	1.7492711370251602e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	5.9606389233419916	0	0	0.00013994169096210137	0.0046232588273404209	0.0055717525105280922	0.0003317136378360518	0	0	0.005440233236151692	0.17972918691285888	0.21660187884677964	0.012895367670876517	0	0	0.0070670553935861212	0.23347457078069128	0.2813735017816687	0.016751538710720621	0	0	0.00047230320699709235	0.015603498542273924	0.01880466472303232	0.0011195335276966752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368	5.9606389233419916	0	0	0	0.00177777777777772	0.0071111111111112268	0.00177777777777772	0	0	0	0.069111111111108875	0.27644444444444899	0.069111111111108875	0	0	0	0.089777777777774875	0.35911111111111699	0.089777777777774875	0	0	0	0.0059999999999998067	0.024000000000000399	0.0059999999999998067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
455	6.0406389233419917	0.00074999999999997584	0.0030000000000000499	0.00074999999999997584	0	0	0	0.058027777777775909	0.23211111111111496	0.058027777777775909	0	0	0	0.098361111111107916	0.39344444444445087	0.098361111111107916	0	0	0	0.0095277777777774686	0.038111111111111734	0.0095277777777774686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
419	6.0406389233419917	0.0001399416909620844	0.00235058309037904	0.0019504373177842405	5.9037900874636544e-05	0	0	0.010827340459992382	0.1818654842889561	0.15090605766115847	0.004567784256559842	0	0	0.018353093618397806	0.30827461937156214	0.25579624230644421	0.007742711370262517	0	0	0.0017777777777775903	0.029861111111111498	0.024777777777777569	0.00075000000000001216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	6.0406389233419917	2.1865889212814503e-06	0.0011107871720116725	0.0029147230320699553	0.00047230320699709235	0	0	0.00016917719468729443	0.085942014901199404	0.22551320051830137	0.036542274052478736	0	0	0.00028676708778731903	0.14567768059604932	0.38226052802072996	0.061941690962100136	0	0	2.7777777777760639e-05	0.014111111111111244	0.037027777777777569	0.0060000000000000973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	6.0406389233419917	0	0.00027332361516036504	0.0026851311953352526	0.0015240524781341175	1.7492711370266941e-05	0	0	0.02114714933592602	0.20774959507612381	0.11791650469711747	0.0013534175574995422	0	0	0.035845885973438976	0.35214998380304174	0.19987666018788552	0.0022941367023005636	0	0	0.0034722222222224142	0.034111111111110794	0.01936111111111119	0.00022222222222227997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
404	6.0406389233419917	0	1.7492711370266941e-05	0.0015240524781341175	0.0026851311953352526	0.00027332361516036504	0	0	0.0013534175574995422	0.11791650469711747	0.20774959507612381	0.02114714933592602	0	0	0.0022941367023005636	0.19987666018788552	0.35214998380304174	0.035845885973438976	0	0	0.00022222222222227997	0.01936111111111119	0.034111111111110794	0.0034722222222224142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	6.0406389233419917	0	0	0.00047230320699709235	0.0029147230320699553	0.0011107871720116725	2.1865889212814503e-06	0	0	0.036542274052478736	0.22551320051830137	0.085942014901199404	0.00016917719468729443	0	0	0.061941690962100136	0.38226052802072996	0.14567768059604932	0.00028676708778731903	0	0	0.0060000000000000973	0.037027777777777569	0.014111111111111244	2.7777777777760639e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	6.0406389233419917	0	0	5.9037900874636544e-05	0.0019504373177842405	0.00235058309037904	0.0001399416909620844	0	0	0.004567784256559842	0.15090605766115847	0.1818654842889561	0.010827340459992382	0	0	0.007742711370262517	0.25579624230644421	0.30827461937156214	0.018353093618397806	0	0	0.00075000000000001216	0.024777777777777569	0.029861111111111498	0.0017777777777775903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
375	6.0406389233419917	0	0	0	0.00074999999999997584	0.0030000000000000499	0.00074999999999997584	0	0	0	0.058027777777775909	0.23211111111111496	0.058027777777775909	0	0	0	0.098361111111107916	0.39344444444445087	0.098361111111107916	0	0	0	0.0095277777777774686	0.038111111111111734	0.0095277777777774686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449	6.1206389233419909	0.000222222222222215	0.00088888888888890335	0.000222222222222215	0	0	0	0.047111111111109577	0.18844444444444752	0.047111111111109577	0	0	0	0.10511111111110769	0.42044444444445123	0.10511111111110769	0	0	0	0.01422222222222176	0.056888888888889814	0.01422222222222176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	6.1206389233419909	4.1464204729506475e-05	0.00069646906381601152	0.00057790735341755261	1.7492711370262671e-05	0	0	0.008790411402655374	0.14765144152899445	0.12251635892452115	0.003708454810495687	0	0	0.019612568837056563	0.32942986718497347	0.27335017816650237	0.0082740524781342445	0	0	0.0026537091026884144	0.044574020084224737	0.036986070618723367	0.001119533527696811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
450	6.1206389233419909	6.4787819889820727e-07	0.00032912212504049548	0.00086362163913183824	0.00013994169096210137	0	0	0.00013735017816641994	0.06977389050858504	0.18308778749594973	0.029667638483965496	0	0	0.00030644638807885197	0.15567476514415435	0.40849303530935949	0.066192419825073956	0	0	4.1464204729485265e-05	0.021063816002591711	0.055271784904437647	0.0089562682215744878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
