y	offset	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50
282	5.5606389233419913	0.0012278038447521866	0.040563001093294464	0.048884782707725949	0.0029103498542274054	0	0.0083797262208454796	0.27684132551830254	0.3336372476818108	0.019863054745707806	0	0.0035002847120991247	0.1156390356737933	0.13936318761135405	0.0082969711694201483	0	1.1718749999999997e-05	0.00038715277777777771	0.00046657986111111103	2.7777777777777772e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	5.5606389233419913	4.5474216472303209e-05	0.023100901967930028	0.060617130557580168	0.0098224307580174926	0	0.00031036023040168447	0.15766299704405567	0.41371018712544533	0.067037809766763837	0	0.00012964017452218982	0.065857208657272404	0.17281035263807898	0.028002277696792997	0	4.3402777777777769e-07	0.00022048611111111102	0.00057855902777777756	9.3749999999999975e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	5.5606389233419913	0	0.0098224307580174926	0.060617130557580168	0.023100901967930028	4.5474216472303209e-05	0	0.067037809766763837	0.41371018712544533	0.15766299704405567	0.00031036023040168447	0	0.028002277696792997	0.17281035263807898	0.065857208657272404	0.00012964017452218982	0	9.3749999999999975e-05	0.00057855902777777756	0.00022048611111111102	4.3402777777777769e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	5.5606389233419913	0	0.0029103498542274054	0.048884782707725949	0.040563001093294464	0.0012278038447521866	0	0.019863054745707806	0.3336372476818108	0.27684132551830254	0.0083797262208454796	0	0.0082969711694201483	0.13936318761135405	0.1156390356737933	0.0035002847120991247	0	2.7777777777777772e-05	0.00046657986111111103	0.00038715277777777771	1.1718749999999997e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247	5.5606389233419913	0	0.00036379373177842568	0.03169552888119534	0.055842337827988336	0.0056842770590378993	0	0.0024828818432134758	0.21632108058997407	0.38112236293326851	0.038795028800210546	0	0.0010371213961775185	0.0903592016419663	0.15919813431324906	0.01620502181527372	0	3.4722222222222215e-06	0.00030251736111111104	0.00053298611111111092	5.4253472222222199e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244	5.5606389233419913	0	0	0.015597656250000001	0.062390625000000005	0.015597656250000001	0	0	0.10645355902777777	0.42581423611111108	0.10645355902777777	0	0	0.044466579861111105	0.17786631944444442	0.044466579861111105	0	0	0.00014887152777777774	0.00059548611111111098	0.00014887152777777774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	5.6406389233419914	0.0076284722222222249	0.030513888888888899	0.0076284722222222249	0	0	0.094267361111111128	0.37706944444444451	0.094267361111111128	0	0	0.063579861111111108	0.25431944444444443	0.063579861111111108	0	0	0.001190972222222222	0.0047638888888888878	0.001190972222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	5.6406389233419914	0.0027800554745707811	0.027311264982183357	0.015501589326206679	0.00017792355037253002	0	0.03435399457402008	0.33749364269517335	0.19155787374473604	0.002198655652737286	0	0.023170503320375763	0.22762702461937151	0.12919872651441527	0.0014829122125040492	0	0.00043402777777777759	0.0042638888888888874	0.0024201388888888883	2.7777777777777772e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	5.6406389233419914	0.00060049198250728883	0.019838475866537097	0.023908477081308721	0.0014233884029802401	0	0.0074204628279883394	0.24515010528020736	0.29544435333657276	0.017589245221898288	0	0.005004828717201165	0.16534471169420148	0.1992663285552316	0.011863297700032393	0	9.3749999999999975e-05	0.0030972222222222217	0.0037326388888888882	0.00022222222222222218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	5.6406389233419914	2.2240443796566252e-05	0.011298145448655655	0.02964651158082281	0.0048039358600583107	0	0.00027483195659216075	0.13961463394881762	0.36635099813735017	0.059363702623906715	0	0.00018536402656300614	0.094164925494007096	0.24709024740848715	0.04003862973760932	0	3.4722222222222215e-06	0.0017638888888888882	0.0046284722222222205	0.0007499999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270	5.6406389233419914	0	0.0048039358600583107	0.02964651158082281	0.011298145448655655	2.2240443796566252e-05	0	0.059363702623906715	0.36635099813735017	0.13961463394881762	0.00027483195659216075	0	0.04003862973760932	0.24709024740848715	0.094164925494007096	0.00018536402656300614	0	0.0007499999999999998	0.0046284722222222205	0.0017638888888888882	3.4722222222222215e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254	5.6406389233419914	0	0.0014233884029802401	0.023908477081308721	0.019838475866537097	0.00060049198250728883	0	0.017589245221898288	0.29544435333657276	0.24515010528020736	0.0074204628279883394	0	0.011863297700032393	0.1992663285552316	0.16534471169420148	0.005004828717201165	0	0.00022222222222222218	0.0037326388888888882	0.0030972222222222217	9.3749999999999975e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261	5.6406389233419914	0	0.00017792355037253002	0.015501589326206679	0.027311264982183357	0.0027800554745707811	0	0.002198655652737286	0.19155787374473604	0.33749364269517335	0.03435399457402008	0	0.0014829122125040492	0.12919872651441527	0.22762702461937151	0.023170503320375763	0	2.7777777777777772e-05	0.0024201388888888883	0.0042638888888888874	0.00043402777777777759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291	5.6406389233419914	0	0	0.0076284722222222249	0.030513888888888899	0.0076284722222222249	0	0	0.094267361111111128	0.37706944444444451	0.094267361111111128	0	0	0.063579861111111108	0.25431944444444443	0.063579861111111108	0	0	0.001190972222222222	0.0047638888888888878	0.001190972222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299	5.7206389233419914	0.0029769965277777798	0.011907986111111119	0.0029769965277777798	0	0	0.077232204861111126	0.3089288194444445	0.077232204861111126	0	0	0.082437934027777771	0.32975173611111108	0.082437934027777771	0	0	0.0040195312499999997	0.016078124999999999	0.0040195312499999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286	5.7206389233419914	0.001084911271056042	0.010658168326854558	0.0060494652474084917	6.943432134758671e-05	0	0.028145847252591508	0.27650480340945904	0.15694124428045031	0.001801334224165857	0	0.030042978873096846	0.29514222444930349	0.16751965019638806	0.0019227506478781986	0	0.0014648437499999993	0.014390624999999997	0.008167968749999999	9.3749999999999988e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	5.7206389233419914	0.00023434083454810511	0.0077419268302559175	0.0093302369310819637	0.00055547457078069368	0	0.0060795030065597675	0.20084876599449306	0.24205428637228704	0.014410673793326856	0	0.0064892834365889197	0.21438669723841913	0.25836961830863292	0.015382005183025588	0	0.00031640624999999996	0.010453124999999999	0.012597656249999999	0.00074999999999999991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	5.7206389233419914	8.6792901684483387e-06	0.0044090794055717548	0.011569493794541632	0.0018747266763848409	0	0.00022516677802073213	0.1143847232345319	0.30014731510163589	0.04863602405247814	0	0.00024034383098477482	0.1220946661402656	0.32037832670270483	0.051914267492711358	0	1.1718749999999999e-05	0.0059531249999999983	0.015621093749999995	0.0025312499999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	5.7206389233419914	0	0.0018747266763848409	0.011569493794541632	0.0044090794055717548	8.6792901684483387e-06	0	0.04863602405247814	0.30014731510163589	0.1143847232345319	0.00022516677802073213	0	0.051914267492711358	0.32037832670270483	0.1220946661402656	0.00024034383098477482	0	0.0025312499999999996	0.015621093749999995	0.0059531249999999983	1.1718749999999999e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272	5.7206389233419914	0	0.00055547457078069368	0.0093302369310819637	0.0077419268302559175	0.00023434083454810511	0	0.014410673793326856	0.24205428637228704	0.20084876599449306	0.0060795030065597675	0	0.015382005183025588	0.25836961830863292	0.21438669723841913	0.0064892834365889197	0	0.00074999999999999991	0.012597656249999999	0.010453124999999999	0.00031640624999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293	5.7206389233419914	0	6.943432134758671e-05	0.0060494652474084917	0.010658168326854558	0.001084911271056042	0	0.001801334224165857	0.15694124428045031	0.27650480340945904	0.028145847252591508	0	0.0019227506478781986	0.16751965019638806	0.29514222444930349	0.030042978873096846	0	9.3749999999999988e-05	0.008167968749999999	0.014390624999999997	0.0014648437499999993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	5.7206389233419914	0	0	0.0029769965277777798	0.011907986111111119	0.0029769965277777798	0	0	0.077232204861111126	0.3089288194444445	0.077232204861111126	0	0	0.082437934027777771	0.32975173611111108	0.082437934027777771	0	0	0.0040195312499999997	0.016078124999999999	0.0040195312499999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
363	5.8006389233419915	0.00075000000000000077	0.0030000000000000031	0.00075000000000000077	0	0	0.058027777777777789	0.23211111111111116	0.058027777777777789	0	0	0.09836111111111108	0.39344444444444432	0.09836111111111108	0	0	0.0095277777777777756	0.038111111111111103	0.0095277777777777756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	5.8006389233419915	0.00027332361516035008	0.0026851311953352795	0.0015240524781341125	1.7492711370262407e-05	0	0.021147149335924844	0.2077495950761257	0.11791650469711697	0.0013534175574991902	0	0.035845885973436971	0.35214998380304491	0.19987666018788461	0.0022941367022999669	0	0.0034722222222222207	0.034111111111111099	0.019361111111111107	0.00022222222222222218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	5.8006389233419915	5.9037900874635629e-05	0.0019504373177842585	0.002350583090379011	0.00013994169096209926	0	0.0045677842565597674	0.15090605766115972	0.18186548428895372	0.010827340459993522	0	0.0077427113702623878	0.25579624230644632	0.30827461937155803	0.018353093618399735	0	0.0007499999999999998	0.024777777777777774	0.029861111111111106	0.0017777777777777774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343	5.8006389233419915	2.1865889212828009e-06	0.0011107871720116627	0.0029147230320699736	0.00047230320699708503	0	0.00016917719468739878	0.085942014901198571	0.22551320051830256	0.036542274052478139	0	0.00028676708778749586	0.14567768059604788	0.3822605280207319	0.061941690962099102	0	2.7777777777777772e-05	0.014111111111111106	0.037027777777777764	0.0059999999999999984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	5.8006389233419915	0	0.00047230320699708503	0.0029147230320699736	0.0011107871720116627	2.1865889212828009e-06	0	0.036542274052478139	0.22551320051830256	0.085942014901198571	0.00016917719468739878	0	0.061941690962099102	0.3822605280207319	0.14567768059604788	0.00028676708778749586	0	0.0059999999999999984	0.037027777777777764	0.014111111111111106	2.7777777777777772e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	5.8006389233419915	0	0.00013994169096209926	0.002350583090379011	0.0019504373177842585	5.9037900874635629e-05	0	0.010827340459993522	0.18186548428895372	0.15090605766115972	0.0045677842565597674	0	0.018353093618399735	0.30827461937155803	0.25579624230644632	0.0077427113702623878	0	0.0017777777777777774	0.029861111111111106	0.024777777777777774	0.0007499999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	5.8006389233419915	0	1.7492711370262407e-05	0.0015240524781341125	0.0026851311953352795	0.00027332361516035008	0	0.0013534175574991902	0.11791650469711697	0.2077495950761257	0.021147149335924844	0	0.0022941367022999669	0.19987666018788461	0.35214998380304491	0.035845885973436971	0	0.00022222222222222218	0.019361111111111107	0.034111111111111099	0.0034722222222222207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	5.8006389233419915	0	0	0.00075000000000000077	0.0030000000000000031	0.00075000000000000077	0	0	0.058027777777777789	0.23211111111111116	0.058027777777777789	0	0	0.09836111111111108	0.39344444444444432	0.09836111111111108	0	0	0.0095277777777777756	0.038111111111111103	0.0095277777777777756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
374	5.8806389233419916	5.4253472222222409e-05	0.00021701388888888964	5.4253472222222409e-05	0	0	0.039333767361111119	0.15733506944444448	0.039333767361111119	0	0	0.10866970486111108	0.43467881944444431	0.10866970486111108	0	0	0.018608940972222217	0.074435763888888867	0.018608940972222217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
347	5.8806389233419916	1.9771673550372592e-05	0.00019423692095886039	0.00011024685171687761	1.2653871072238462e-06	0	0.014334463324020082	0.14082176769517332	0.079928967494736006	0.00091740565273728549	0	0.039602662121396154	0.38905655268059591	0.22082444398890502	0.0025345703757693547	0	0.0067816840277777745	0.066623263888888867	0.037814670138888881	0.0004340277777777777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	5.8806389233419916	4.270681486880481e-06	0.00014109066245545886	0.00017003639253320433	1.0123096857790769e-05	0	0.0030962440779883386	0.10229073028020734	0.12327638458657274	0.0073392452218982839	0	0.0085541750182215708	0.28260459689828304	0.34058289424400706	0.020276563006154838	0	0.0014648437499999996	0.04839409722222221	0.058322482638888874	0.0034722222222222216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
344	5.8806389233419916	1.5817338840298077e-07	8.0352081308714216e-05	0.00021084512674117333	3.4165451895043848e-05	0	0.00011467570659216069	0.058255258948817619	0.15286271688735018	0.024769952623906709	0	0.00031682129697116934	0.16094521886135399	0.42232278886256869	0.068433400145772566	0	5.4253472222222212e-05	0.027560763888888878	0.072319878472222196	0.011718749999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	5.8806389233419916	0	3.4165451895043848e-05	0.00021084512674117333	8.0352081308714216e-05	1.5817338840298077e-07	0	0.024769952623906709	0.15286271688735018	0.058255258948817619	0.00011467570659216069	0	0.068433400145772566	0.42232278886256869	0.16094521886135399	0.00031682129697116934	0	0.011718749999999997	0.072319878472222196	0.027560763888888878	5.4253472222222212e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	5.8806389233419916	0	1.0123096857790769e-05	0.00017003639253320433	0.00014109066245545886	4.270681486880481e-06	0	0.0073392452218982839	0.12327638458657274	0.10229073028020734	0.0030962440779883386	0	0.020276563006154838	0.34058289424400706	0.28260459689828304	0.0085541750182215708	0	0.0034722222222222216	0.058322482638888874	0.04839409722222221	0.0014648437499999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
345	5.8806389233419916	0	1.2653871072238462e-06	0.00011024685171687761	0.00019423692095886039	1.9771673550372592e-05	0	0.00091740565273728549	0.079928967494736006	0.14082176769517332	0.014334463324020082	0	0.0025345703757693547	0.22082444398890502	0.38905655268059591	0.039602662121396154	0	0.0004340277777777777	0.037814670138888881	0.066623263888888867	0.0067816840277777745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	5.8806389233419916	0	0	5.4253472222222409e-05	0.00021701388888888964	5.4253472222222409e-05	0	0	0.039333767361111119	0.15733506944444448	0.039333767361111119	0	0	0.10866970486111108	0.43467881944444431	0.10866970486111108	0	0	0.018608940972222217	0.074435763888888867	0.018608940972222217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
396	5.9606389233419916	0	0	0	0	0	0.023815972222222238	0.095263888888888953	0.023815972222222238	0	0	0.11070486111111111	0.44281944444444443	0.11070486111111111	0	0	0.032142361111111108	0.12856944444444443	0.032142361111111108	0	0	3.4722222222221843e-06	1.3888888888888737e-05	3.4722222222221843e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	5.9606389233419916	0	0	0	0	0	0.0086792901684483361	0.085265346614836465	0.048395721979267933	0.00055547457078069368	0	0.040344337139617742	0.39634276805960472	0.22496002389050856	0.0025820375769355359	0	0.011713688451571102	0.11507527534823452	0.065315526805960478	0.00074967606090055067	0	1.2653871072238277e-06	1.2431162941366886e-05	7.0557985098800654e-06	8.0984774862324997e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392	5.9606389233419916	0	0	0	0	0	0.0018747266763848409	0.06193541464204734	0.07464189544865571	0.0044437965662455494	0	0.0087143768221574335	0.28789718982831225	0.34696129940071263	0.020656300615484288	0	0.0025301567055393583	0.083588880790411393	0.10073772068351149	0.0059974084872044054	0	2.7332361516034683e-07	9.0298023971492375e-06	1.0882329122124921e-05	6.4787819889859997e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
358	5.9606389233419916	0	0	0	0	0	6.943432134758671e-05	0.035272635244574038	0.092555950356333058	0.014997813411078727	0	0.00032275469711694199	0.1639593861354065	0.4302320112568836	0.069715014577259468	0	9.3709507612568834e-05	0.047604429867184959	0.12491477364755423	0.020241253644314866	0	1.0123096857790625e-08	5.142533203757636e-06	1.34940881114349e-05	2.1865889212827746e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384	5.9606389233419916	0	0	0	0	0	0	0.014997813411078727	0.092555950356333058	0.035272635244574038	6.943432134758671e-05	0	0.069715014577259468	0.4302320112568836	0.1639593861354065	0.00032275469711694199	0	0.020241253644314866	0.12491477364755423	0.047604429867184959	9.3709507612568834e-05	0	2.1865889212827746e-06	1.34940881114349e-05	5.142533203757636e-06	1.0123096857790625e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
361	5.9606389233419916	0	0	0	0	0	0	0.0044437965662455494	0.07464189544865571	0.06193541464204734	0.0018747266763848409	0	0.020656300615484288	0.34696129940071263	0.28789718982831225	0.0087143768221574335	0	0.0059974084872044054	0.10073772068351149	0.083588880790411393	0.0025301567055393583	0	6.4787819889859997e-07	1.0882329122124921e-05	9.0298023971492375e-06	2.7332361516034683e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	5.9606389233419916	0	0	0	0	0	0	0.00055547457078069368	0.048395721979267933	0.085265346614836465	0.0086792901684483361	0	0.0025820375769355359	0.22496002389050856	0.39634276805960472	0.040344337139617742	0	0.00074967606090055067	0.065315526805960478	0.11507527534823452	0.011713688451571102	0	8.0984774862324997e-08	7.0557985098800654e-06	1.2431162941366886e-05	1.2653871072238277e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368	5.9606389233419916	0	0	0	0	0	0	0	0.023815972222222238	0.095263888888888953	0.023815972222222238	0	0	0.11070486111111111	0.44281944444444443	0.11070486111111111	0	0	0.032142361111111108	0.12856944444444443	0.032142361111111108	0	0	3.4722222222221843e-06	1.3888888888888737e-05	3.4722222222221843e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
455	6.0406389233419917	0	0	0	0	0	0.01293012152777779	0.051720486111111158	0.01293012152777779	0	0	0.1036228298611111	0.41449131944444439	0.1036228298611111	0	0	0.049797309027777771	0.19918923611111108	0.049797309027777771	0	0	0.00031640624999999931	0.0012656249999999972	0.00031640624999999931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
419	6.0406389233419917	0	0	0	0	0	0.0047121434139131869	0.046292096898283161	0.02627491167597994	0.00030157717849044408	0	0.03776342196104631	0.37098785734531897	0.21056884085479427	0.0024168590055069642	0	0.018147707371639125	0.17828307721898279	0.10119161630425978	0.0011614532717849043	0	0.00011530840014577231	0.0011327897230320673	0.00064295963921282657	7.3797376093294291e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	6.0406389233419917	0	0	0	0	0	0.0010178229774052486	0.033625855401684515	0.040524433359653417	0.0024126174279235526	0	0.0081568991435860046	0.26947977911402654	0.32476542886499832	0.019334872044055713	0	0.003919904792274052	0.12950203980401684	0.15607028339609652	0.0092916261742792342	0	2.4906614431486825e-05	0.00082284074344023139	0.00099165224125364205	5.9037900874635433e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	6.0406389233419917	0	0	0	0	0	3.769714731130551e-05	0.019150150834143193	0.050250297365970233	0.0081425838192419886	0	0.00030210737568837052	0.15347054684969222	0.40270913179259787	0.065255193148688037	0	0.00014518165897311303	0.073752282758341406	0.19352715141115964	0.031359238338192416	0	9.2246720116617864e-07	0.00046861333819241872	0.0012296487791545159	0.0001992529154518946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
404	6.0406389233419917	0	0	0	0	0	0	0.0081425838192419886	0.050250297365970233	0.019150150834143193	3.769714731130551e-05	0	0.065255193148688037	0.40270913179259787	0.15347054684969222	0.00030210737568837052	0	0.031359238338192416	0.19352715141115964	0.073752282758341406	0.00014518165897311303	0	0.0001992529154518946	0.0012296487791545159	0.00046861333819241872	9.2246720116617864e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
